route_id,stop_name,stop_order
G-10,N.I.P.A Chowrangi,14
G-10,Gulshan-e-Iqbal,15
G-10,Safari Park,16
G-10,Rabi City,17
G-10,Pahlwan Goth,18
G-11,Yosuf Goth,1
G-11,Ittehad Town,2
G-11,New Saeedabad Police Training School,3
G-11,Hub River Road,4
G-11,Traffic Police Kiask,5
G-11,Philips Company,6
G-11,Polytechnic,7
G-11,S.I.T.E Police Station,8
G-11,Bhawani Challi,9
G-11,Frontier Mor,10
G-11,Badar Chowk,11
G-11,Orangi No. 4,12
G-11,Orangi No. 5,13
G-11,Metro Cinema,14
G-11,Banaras Chowk,15
G-11,Abdullah College,16
G-11,Board Office,17
G-11,Bank Qtrs,18
G-11,Ziauddin Hospital,19
G-11,Moosa Colony,20
G-11,APWA Girls College,21
G-11,Karimabad,22
G-11,Naseerabad,23
G-11,Telephone Exchange,24
G-11,Water Pump,25
G-11,City Garden,26
G-11,Moti Mehal,27
G-11,N.I.P.A,28
G-11,Safari Park,29
G-11,GUlistan-e-Jouhar,30
G-11,Abdullah Appartments,31
G-11,Jouhar Square,32
G-11,Golden City,33
G-11,Pahlwan Goth Old Area,34
G-11,Safoora Goth,35
G-11,Trauma Centre,36
G-11,Kiran Hospital,37
G-12,Yaqoobabad,1
G-12,Orangi Town,2
G-12,Mansoor Nagar,3
G-12,Rahmat Chowk,4
G-12,Iqbal Market,5
G-12,Islam Chowk,6
G-12,Nishan- e-Hyder Road No. 5,7
G-12,Bacha Khan Chowk,8
G-12,Paposh Nagar,9
G-12,Nazimabad No. 1,10
G-12,Nazimabad No. 2,11
G-12,Petrol Pump,12
G-12,Liaquatabad No. 10,13
G-12,HassanSquare,14
G-12,Urdu Science Collage,15
G-12,N.I.P.A,16
G-12,Sa,17
G-13,Fareed Colony,1
G-13,19-D Nai Abadi,2
G-13,Rasheedabad,3
G-13,Polictechnic College,4
G-13,Rasheed Textile Mills,5
G-13,Banaras Chowk,6
G-13,Abdullah College,7
G-13,Board Office,8
G-13,Hyderi,9
G-13,Ziauddin Hospital,10
G-13,Liaquatabad No. 10,11
G-13,Goharabad,12
G-13,Hassan Square,13
G-13,University Road,14
G-14,Ittehad Town,1
G-14,Naiabadi,2
G-14,Fareed Colony,3
G-14,Faqir Colony,4
G-14,Mominabad,5
G-14,Frontier mor,6
G-14,Habib Chowrangi,7
G-14,Valika mills,8
G-14,habib bank,9
G-14,Petrol Pump,10
G-14,Nazimabad,11
G-14,Liaquatabad No 10,12
G-14,Teen hatti,13
G-14,P.I.B Colony,14
G-14,Jail Road,15
G-14,Shaheed millat Road,16
G-14,Baloch Colony,17
G-14,Qayumabad,18
G-14,Biscuit Factory,19
G-14,Chamra Chowrangi,20
G-14,Sinfer Chowrangi,21
G-14,Shareefa Goth,22
G-14,Mansehra Colony,23
G-14,Dawood Chowrangi,24
G-14,Sherpao Colony,25
G-14,Sessi Hospital,26
G-14,Cattel Colony,27
G-15,Ittehad Town,1
G-15,naiabadi,2
G-15,Gulshan Ghazi,3
G-15,Fareed Colony,4
G-15,Urdu Chowk,5
G-15,Orangi No 5,6
G-15,Banaras Chowk,7
G-15,Valika mills,8
G-15,Habib bank,9
G-15,Nazimabad,10
G-15,Liaquatabad No 10,11
G-15,Gharibabad,12
G-15,Ishaqabad bridgh,13
G-15,Hassan square,14
G-15,University Road,15
G-15,Metrologecal Department,16
G-15,Gulistan-e-johar,17
G-17,Gul City,1
G-17,Moach Goth,2
G-17,Ruby Turn,3
G-17,Saeedabad,4
G-17,Pareshan Chowk,5
G-17,Faqir Colony,6
G-17,Badar Chowk No 4,7
G-17,Badar Chowk No 5,8
G-17,Bacha khan Chowk,9
G-17,Abdullah college,10
G-17,Board office,11
G-17,Khayaban-e-shershah soori Road,12
G-17,Hyderi,13
G-17,Sakhi Hasan,14
G-17,Nagan Chowrangi,15
G-17,Sohrab Goth,16
G-17,Shahrah Pakistan,17
G-17,Scout Colony,18
G-17,Abul Hassan Isphahani Road,19
G-17,Safari Park,20
G-17,University,21
G-17,Safoora Goth,22
G-17,Gul City,23
G-19,Al ahmed Town,1
G-19,Hub dam Road harri masjid,2
G-19,Manghopir,3
G-19,Kawari Colony,4
G-19,Baloch Colony,5
G-19,Qasba mor,6
G-19,Bacha khan Chowk,7
G-19,Valika hospital,8
G-19,Habib bank,9
G-19,Bara Board,10
G-19,Jehangirabad,11
G-19,Golimar Chowrangi,12
G-19,Liaquatabad No 10,13
G-19,Gharibabad,14
G-19,Hassan Square,15
G-19,University Road,16
G-19,N.I.P.A,17
G-19,Rashid Minhas Road,18
G-19,Jalendhri Road,19
G-19,Pahlwan Goth,20
G-19,Gul City,21
G-21,Pahalwan Goth,1
G-21,Safari Park,2
G-21,University Road,3
G-21,N.I.P.A,4
G-21,Hassan Square,5
G-21,Jail Road,6
G-21,Shaheed-e- Millat Road,7
G-21,New Bridge Baloch Colony,8
G-21,New BundChowrangi,9
G-21,Bilal Chowrangi,10
G-21,Landhi,11
G-21,Babar Market,12
G-21,Hospital Chowrangi,13
G-21,BhenseColony,14
G-25,Gulistan-e-johar No. 10,1
G-25,Jauhar square,2
G-25,Drive-in-cinema,3
G-25,N.I.P.A,4
G-25,Samdani hospital,5
G-25,Yasinabad,6
G-25,Aisha Manzil,7
G-25,Landhi kotal,8
G-25,Five star,9
G-25,North Nazimabad,10
G-25,Hyderi,11
G-25,Board office,12
G-25,Abdullah college,13
G-25,Banaras Colony,14
G-25,Orangi No 4,15
G-25,Badar Hotel,16
G-25,Mominabad,17
G-25,Rasheedabad,18
G-4,Karachi University,1
G-4,University Road,2
G-4,Hyderabad Colony,3
G-4,Sabilwala Mosque,4
G-4,Old Exhibition,5
G-4,M.A Jinnah Road,6
G-4,Mir Karam Ali Talpur Road,7
G-5,Fisheries,1
G-5,Khadda Market,2
G-5,Memon Society,3
G-5,Mosa Lane,4
G-5,Lee Market,5
G-5,Old Haji Camp,6
G-5,Nishter Road,7
G-5,Garden,8
G-5,Lasbella Chowk,9
G-5,Teen Hatti,10
G-5,Jail Road,11
G-5,Sabzi Mandi,12
G-5,Country club Road,13
G-5,Gulshan-e-Iqbal,14
G-5,Rashd Minhas Road,15
G-5,Muscut Industries,16
G-6,Karachi University,1
G-6,Sui Gas Terminus,2
G-6,Scout Colony,3
G-6,Rashid Minhas Road,4
G-6,Water Pump,5
G-6,Fedral B. Area,6
G-6,Dastagir No. 16,7
G-6,Ayub Manzil,8
G-6,Hussainabad,9
G-6,Aliabad,10
G-6,Karimabad,11
G-6,Liaquatabad,12
G-6,Teen Hatti,13
G-6,Goro Mandir,14
G-6,Purani Numaish,15
G-6,Tibet Centre,16
G-6,Jama Cloth Market,17
G-6,City Court,18
G-6,Tower,19
G-6,Punjabi Club,20
G-6,Khoja Jamat Khana,21
G-6,Gulbai,22
G-7,Mohajir Camp,1
G-7,Gulshan-e-Ghazi,2
G-7,Nai Abadi,3
G-7,Mohajir Camp No. 7,4
G-7,Mohajir Camp No. 8,5
G-7,Shershah,6
G-7,Gulbai,7
G-7,Agra Taj,8
G-7,Tower,9
G-7,Bolton Market,10
G-7,Jama Cloth Market,11
G-7,M.A Jinnah,12
G-7,Numaish,13
G-7,Khudadad Colony,14
G-7,Society Graveyard,15
G-7,Tariq Road,16
G-7,Bahadurabad,17
G-7,New Town,18
G-7,Sabzi Mandi,19
G-7,Gulshan-e-Iqbal,20
G-7,University,21
G-7,Safoora Goth,22
G-8,Metrological Office,1
G-8,Dhabi Bux Goth,2
G-8,Rustam Goth,3
G-8,Royal Stop,4
G-8,Juhar Square,5
G-8,Safari Park,6
G-8,N.I.P.A Chowrangi,7
G-8,Aziz Bhatti Park,8
G-8,K.D.A Civic Centre,9
G-8,Sabzi Mandi,10
G-8,Jamshed Road,11
G-8,Goro Mandir,12
G-8,7th Day Hospital,13
G-8,M.A Jinnah Road,14
G-8,City Court,15
G-8,Juna Market,16
G-8,Lee Market,17
G-8,Kharadar,18
G-8,Jamat Khana,19
G-8,Kemari,20
G-8,Dak Khana,21
G-8,Masan Road,22
G-8,Sheeri jinnah College,23
G-9,Ittehad Town,1
G-9,Nai Abadi,2
G-9,19-D Qabrustan,3
G-9,Mohajir Camp No.7,4
G-9,Mohajir Camp No.4,5
G-9,Shershah,6
G-9,Mira Naka,7
G-9,Chakiwara,8
G-9,Lee Market,9
G-9,Siddiq Wahab Road,10
G-9,Old Haji Camp,11
G-9,Lawrence Road,12
G-9,Garden,13
G-9,Lasbela,14
G-9,Teen Hatti,15
G-9,Jail Road,16
G-9,Sabzi Mandi,17
G-9,Hassan Square,18
G-9,N.I.P.A,19
G-9,Safari Park,20
G-9,Gulistan-e-Jouhar,21
G-9,Pahlwan Goth,22
Ghazi Coach,Surjani Town Sector 7,1
Ghazi Coach,Surjani Town Sector 8,2
Ghazi Coach,Two Minutes Chowrangi,3
Ghazi Coach,Kala School,4
Ghazi Coach,Disco Mour,5
Ghazi Coach,Sindhi Hotel,6
Ghazi Coach,Godhra,7
Ghazi Coach,Power House,8
Ghazi Coach,Sohrab Goth,9
Ghazi Coach,Water Pump,10
Ghazi Coach,Karimabad,11
Ghazi Coach,Liaquatabad No. 10,12
Ghazi Coach,Hassan Square,13
Ghazi Coach,New Town,14
Ghazi Coach,Bahadurabad,15
Ghazi Coach,Tariq Road,16
Ghazi Coach,Society Qabristan,17
Ghazi Coach,Shahrah-e- Quaidin,18
Ghazi Coach,Nursary,19
Ghazi Coach,FTC,20
Ghazi Coach,Jinnah Hospital,21
Ghazi Coach,Cantt Station,22
Ghazi Coach,Khaliquzaman Road,23
Ghazi Coach,Saudi Embassy,24
Ghazi Coach,Clifton,25
Ghulam Coach,Bhense Colony,1
Ghulam Coach,Labour Square,2
Ghulam Coach,SASSI Hospital,3
Ghulam Coach,Gulberg Textile Chowrangi,4
Ghulam Coach,Dawood Chowrangi,5
Ghulam Coach,Quaidabad,6
Ghulam Coach,Malir,7
Ghulam Coach,Shahra-e-Faisal,8
Ghulam Coach,Karsaz,9
Ghulam Coach,H.I Rehmatullah Road,10
Ghulam Coach,Stadium,11
Ghulam Coach,Civic Centre,12
Ghulam Coach,Liaquatabad No. 10,13
Ghulam Coach,Nazimabad,14
Ghulam Coach,Petrol Pump,15
Ghulam Coach,Habib Bank,16
Ghulam Coach,Shershah,17
Ghulam Coach,Gulbai,18
Ghulam Coach,Ma,19
Gul Coach,New Sabzi Mandi,1
Gul Coach,Sohrab Goth,2
Gul Coach,Abul Hassan Isphahani Road,3
Gul Coach,Disco Bakery,4
Gul Coach,Gulshan Chowrangi,5
Gul Coach,N.I.P.A,6
Gul Coach,Civic Centre,7
Gul Coach,Sabzi Mandi,8
Gul Coach,Islamia College,9
Gul Coach,Numaish,10
Gul Coach,Saeed Manzil,11
Gul Coach,Jama Cloth,12
Gul Coach,Tower,13
Gul Coach,Gulbai,14
Gul Coach,Shershah,15
Gul Coach,Baldia Town,16
Gul Coach,Saeedabad,17
Gul Coach,Moach Goth,18
Gul Coach,Naval Colony,19
Gulistan Coach,Gulistan-e-Jauhar,1
Gulistan Coach,Pehalwan Goth,2
Gulistan Coach,Jauhar Square,3
Gulistan Coach,Gulistan-e-Jauhar Block 17,4
Gulistan Coach,Gulistan-e- Jauhar Block 18,5
Gulistan Coach,Rashid Minhas Road,6
Gulistan Coach,N.I.P.A,7
Gulistan Coach,Hassan Square,8
Gulistan Coach,Sabzi Mandi,9
Gulistan Coach,New Town,10
Gulistan Coach,Shaheed-e-Millat Chowrangi,11
Gulistan Coach,Kashmir Road,12
Gulistan Coach,Khudadad Colony,13
Gulistan Coach,Mazar-e-Quaid,14
Gulistan Coach,Numaish,15
Gulistan Coach,M.A,16
H,Lee Market,1
H,Harichandrai Road,2
H,Haji Camp,3
H,Lawrence Road,4
H,M.A Jinnah Road,5
H,Frere Road,6
H,Court Road,7
H,Stretchen Road,8
H,Fatimah Jinnah Road,9
H,Invararity Road,10
H,Lucky Star Hotel,11
H,Jinnah Hospital,12
H,Kala Pul,13
H,Korangi Road,14
H,Ibrahim Hyder,15
H-1,Fleet Club,1
H-1,Iqbal Shaheed Road,2
H-1,Rafique Shaheed Road,3
H-1,Jinnah Hospital,4
H-1,Kala Pul,5
H-1,Korangi Road,6
H-2,Abro Salt Works,1
H-2,Ibrahim Hyder,2
H-2,Korangi Road,3
H-2,Defence Society,4
H-2,JinnahHospiutal,5
H-2,Fleet Club,6
H-2,Mansfield,7
H-2,Shahra-e-Iraq,8
H-2,Dawood Pota Road,9
H-2,M.AJinnah Road,10
H-2,City Court,11
H-2,Juna Maket,12
H-2,Lee Market,13
H-2,Kakri Ground,14
H-2,Agha KhanRoad,15
H-2,Khoja Jamat Khana,16
H-2,West Wharf,17
Hazara Coach,Ruby Cinema,1
Hazara Coach,Ittehad Town,2
Hazara Coach,Islam Chowk,3
Hazara Coach,Frontier Colony,4
Hazara Coach,Metro,5
Hazara Coach,Habib Chowrangi,6
Hazara Coach,Habib Bank,7
Hazara Coach,Petrol Pump,8
Hazara Coach,Liaquatabad No. 10,9
Hazara Coach,Teen Hatti,10
Hazara Coach,Goro Mandir,11
Hazara Coach,Numaish,12
Hazara Coach,Nursery,13
Hazara Coach,Gora Qabrustan,14
Hazara Coach,Akther Colony,15
Hazara Coach,Korangi No. 1,16
Hazara Coach,Korangi No. 2,17
Hazara Coach,Korangi No. 3,18
Hazara Coach,Korangi No. 5,19
Hazara Coach,Dawood Chowrangi,20
Hazara Coach,Muzafarabad,21
Illyas Coach,Ittehad Town,1
Illyas Coach,Saeedabad Sector 4,2
Illyas Coach,Dabba Mour,3
Illyas Coach,Hub River Road,4
Illyas Coach,Shershah,5
Illyas Coach,Gulbai,6
Illyas Coach,Khoja Jamat Khana,7
Illyas Coach,Qamar House,8
Illyas Coach,Shaheen Complex,9
Illyas Coach,PIDC House,10
Illyas Coach,Cantt,11
Illyas Coach,Post Office,12
Illyas Coach,Khaliq-us- Zaman Road,13
Illyas Coach,Punjab Colony,14
Illyas Coach,Sunset Boulevard,15
Illyas Coach,Akhter Colony,16
Illyas Coach,Qayyumabad,17
Illyas Coach,Korangi Crossing,18
Illyas Coach,Bhitai Colony,19
Illyas Coach,Korangi No.1,20
Illyas Coach,Korangi No.6,21
Illyas Coach,Landhi No.6 to No.1,22
Imran Coach,Model Colony,1
Imran Coach,Malir Halt,2
Imran Coach,Shahra-e-Faisal,3
Imran Coach,Shahra-e-Quaideen,4
Imran Coach,Mazar-e-Quaid,5
Imran Coach,M.A Jinnah Road,6
Imran Coach,Tower,7
Imran Coach,Crown Cinema,8
Imran Coach,Gulbai,9
Imran Coach,Naval Colony,10
Imran Coach,Madni Goth,11
Imran Coach,Mauripur,12
International Friends Coach,New Abadi,1
International Friends Coach,Rasheedabad,2
International Friends Coach,Labour Square,3
International Friends Coach,Site Police Station,4
International Friends Coach,Valika Mills,5
International Friends Coach,Habib Bank,6
International Friends Coach,Nazimabad,7
International Friends Coach,Petrol Pump,8
International Friends Coach,Liaquatabad No. 10,9
International Friends Coach,Gharibabad,10
International Friends Coach,Hassan Square,11
International Friends Coach,Stadium,12
International Friends Coach,Karsaz,13
International Friends Coach,P.A.F Airport,14
International Friends Coach,Quaidabad,15
International Friends Coach,Bhense Colony,16
International Friends Coach,Raziqabad,17
International Friends Coach,Pipri,18
International Friends Coach,Gulshan-e-Hadeed Phase 1 and Phase 2,19
Ittehad Coach,Surjani Town,1
Ittehad Coach,KDA Office,2
Ittehad Coach,Salim Centre,3
Ittehad Coach,Nagan Chowrangi,4
Ittehad Coach,Hyderi,5
Ittehad Coach,Lasbella,6
Ittehad Coach,M.A Jinnah Road,7
Ittehad Coach,Tower,8
Ittehad Coach,Dockyard,9
Jawaid Coach,Surjani Town Sector 11,1
Jawaid Coach,Surjani Town Sector 5-A/2,2
Jawaid Coach,Surjani Town Sector 5-A/3,3
Jawaid Coach,Surjani Town Sector 5-A/4,4
Jawaid Coach,Bara Dari,5
Jawaid Coach,Disco Mour,6
Jawaid Coach,Nagan Chowrangi,7
Jawaid Coach,Board Office,8
Jawaid Coach,Petrol Pump,9
Jawaid Coach,Liaquatabad No. 10,10
Jawaid Coach,Post Office,11
Jawaid Coach,Liaquatabad,12
Jawaid Coach,Teen Hatti,13
Jawaid Coach,Goro Mandir,14
Jawaid Coach,M.A Jinnah Road,15
Jawaid Coach,Tower,16
Jawaid Coach,PNSC Building,17
Jawaid Coach,Mai Kolachi Road,18
Jawaid Coach,Boat Basin,19
Jawaid Coach,Super Market,20
Jawaid Coach,Abdullah Shah Ghazi Mazar,21
Jawaid Coach,Saudi Embassy,22
Jawaid Coach,Gizri,23
Jawaid Coach,Punjab Colony,24
Jawaid Coach,Defence More,25
Jawaid Coach,Qayyumabad,26
Jawaid Coach,Korangi No. 1 and No. 5,27
Jawaid Coach,Landhi Chiragh Hotel,28
Jawaid Coach,Baber Market,29
Jawaid Coach,Quaidabad,30
Jawaid Coach,Qazafi Town,31
Junaid Coach,Landhi,1
Junaid Coach,Korangi Area,2
Junaid Coach,Dar-ul-Ulum,3
Junaid Coach,Nasir Colony,4
Junaid Coach,Qayyumabad,5
Junaid Coach,Shahra-e-Jam Sadiq Ali,6
Junaid Coach,Baloch Colony,7
Junaid Coach,Shaheed-e-Millat Road,8
Junaid Coach,Jail Road,9
Junaid Coach,Teen Hatti,10
Junaid Coach,Post Office,11
Junaid Coach,Liaquatabad No. 10,12
Junaid Coach,Petrol Pump,13
Junaid Coach,Board Office,14
Junaid Coach,Abdullah College,15
Junaid Coach,Banaras Road,16
Junaid Coach,Orangi No. 1,17
Junaid Coach,Qattar Hospital,18
K,Station,1
K,I.I Chundrigar Road,2
K,M.R Kiyani Road,3
K,Mansfield,4
K,M.A JinnahRoad,5
K,Clayton Road,6
K,PIB Colony,7
K,Frere Road,8
K,Preedy Station,9
K-1,PIB Colony,1
K-1,Dangerai Road,2
K-1,New M.A Jinnah Road,3
K-1,Mazar-e-Quaid,4
K-1,OldExhibition,5
K-1,M.A Jinnah Road,6
K-1,Tower,7
K-1,Dockyard,8
L,New Town Mosque,1
L,Clifton Road,2
L,M.A Jinnah Road,3
L,Keamari,4
M-1,Dockyard,1
M-1,Tower,2
M-1,M.A Jinnah Road,3
M-1,Mazar-e-Quaid,4
M-1,Shahra-e-Quaiden,5
M-1,Tariq Road,6
M-1,Bahadurabad,7
M-1,Dhoraji Colony,8
M-1,Sailani Colony,9
M-1,Muhammad Ali Chowk,10
M-1,Shahra-e-Faisal,11
M-1,Baloch Colony,12
M-1,Shaheed-e-Millat Road,13
M-1,Quyumabad,14
M-2,Adamjee Road,1
M-2,Society,2
M-2,Jail Road,3
M-2,New M.A Jinnah Road,4
M-2,Mazar-e-Quaid,5
M-2,Old Exhibition,6
M-2,M.A Jinnah Road,7
M-2,N.S.C Building,8
M-3,Agra Taj Colony,1
M-3,Daryabad,2
M-3,Baghdadi P.S Noorabad,3
M-3,Shah Waliullah Road,4
M-3,Cafe Nawabad,5
M-3,Enrollment Road,6
M-3,Jamat Khana,7
M-3,Tower,8
M-3,Mcleod Road,9
M-3,City Court,10
M-3,Juna Market,11
M-3,Lawrence Road,12
M-3,K.M.C Workshop,13
M-3,Garden,14
M-3,Soldier Bazar,15
M-3,Goro Mandir,16
M-3,Shahra-e-Quaiden,17
M-3,Tariq Road,18
M-3,Cafe Liberty,19
M-3,Bahadurabad,20
M-3,Kachi Memon Society,21
M-3,Dhoraji,22
M-3,Ghazi Salahuddin Road,23
M-4,Masjid Adamjee Nagar,1
M-4,Dhoraji Colony,2
M-4,Bahadurabad,3
M-4,Soceity,4
M-4,Tariq Road,5
M-4,Society Office Goro Mandir,6
M-4,Bandar Road,7
M-4,Tibet Building,8
M-4,Regal Chowk,9
M-4,Frere Road,10
M-4,Jama Cloth Market,11
M-4,Tower,12
M-4,Keamari K.P.T Ground,13
Karachi Coach,Gulshan-e-Hadeed Phase I,1
Karachi Coach,Gulshan-e-Hadeed Phase II,2
Karachi Coach,Gulshan-e-Hadeed Phase III,3
Karachi Coach,Steel Town,4
Karachi Coach,Quaidabad,5
Karachi Coach,Malir,6
Karachi Coach,Nata Khan,7
Karachi Coach,Nursey,8
Karachi Coach,FLeet Club,9
Karachi Coach,Lucky Star,10
Karachi Coach,Fuwara Chowk,11
Karachi Coach,Pakistan Chowk,12
Karachi Coach,Light House,13
Karachi Coach,Blouton Market,14
Karachi Coach,Tower,15
Karachi Coach,Dockyard,16
Kashif Coach,Murad Memon Goth,1
Kashif Coach,Jam Goth,2
Kashif Coach,Malir 15,3
Kashif Coach,Airport,4
Kashif Coach,Karsaz,5
Kashif Coach,Stadium,6
Kashif Coach,Jail Road,7
Kashif Coach,Teen Hatti,8
Kashif Coach,Garden,9
Kashif Coach,Ranchore Lane,10
Kashif Coach,Lee Market,11
Kashif Coach,Kharadar,12
Kashif Coach,Moosa Lane,13
Kashif Coach,Baghdadi,14
Kashif Coach,Haneef Manzil,15
Kashif Coach,Agra Taj Colony,16
Khan Coach,Maymarabad,1
Khan Coach,P.S Khuwaja Ajmer Nagri,2
Khan Coach,Disco Mour,3
Khan Coach,U.P Mour,4
Khan Coach,Nagan Chowrangi,5
Khan Coach,Sakhi Hasan,6
Khan Coach,Water Pump,7
Khan Coach,Hyderi,8
Khan Coach,Board Office,9
Khan Coach,Nizamabad PetrolPump,10
Khan Coach,Liaquatabad No. 10,11
Khan Coach,Hasan Square,12
Khan Coach,Sabzi Mandi,13
Khan Coach,Jail Road,14
Khan Coach,Jamshed Road,15
Khan Coach,MAzar-e-Quaid,16
Khan Coach,M.A Jinnah Road,17
Khan Coach,Tower,18
Khush hal Coach,Gulshan-e-Behar,1
Khush hal Coach,Orangi No. 14,2
Khush hal Coach,Orangi No. 5,3
Khush hal Coach,Metro Cinema,4
Khush hal Coach,Banaras,5
Khush hal Coach,Valika Mills,6
Khush hal Coach,Habib Bank Chowrangi,7
Khush hal Coach,Bara Board,8
Khush hal Coach,Old Goli Maar,9
Khush hal Coach,Garden,10
Khush hal Coach,Plaza Cinema,11
Khush hal Coach,Jama Cloth,12
Khush hal Coach,Bolton Market,13
Khush hal Coach,Tower,14
Khush hal Coach,P.N.S.C Building,15
Khyber Coach,Fisheries,1
Khyber Coach,Lalabad,2
Khyber Coach,Dawood Chowrangi,3
Khyber Coach,Quaidabad,4
Khyber Coach,Malir,5
Khyber Coach,Drigh Road,6
Khyber Coach,Karsaz,7
Khyber Coach,Baloch Colony,8
Khyber Coach,Gora Qabrtustan,9
Khyber Coach,Kala Pul,10
Khyber Coach,Defence,11
Khyber Coach,Abdoz Chowrangi,12
Khyber Coach,Gizri,13
Khyber Coach,Clifton,14
Khyber Coach,Shirin Jinnah Colony,15
M-5,P.A.F Masroor,1
M-5,Agra Taj,2
M-5,Tower,3
M-5,Aram Bagh,4
M-5,Frere Road,5
M-5,Saddar,6
M-5,Empress Market,7
M-5,Jutland Lines,8
M-5,Nursery,9
M-5,Tariq Road,10
M-5,Bahadurabad,11
M-5,Dhoraji Colony,12
Madina Coach,Gulshan-e-Behar,1
Madina Coach,Orangi Town No. 6,2
Madina Coach,Orangi Town No.14,3
Madina Coach,Orangi Town No. 13,4
Madina Coach,Orangi Town No. 12,5
Madina Coach,Orangi Town No. 5,6
Madina Coach,Metro Cinema,7
Madina Coach,Abdullah College,8
Madina Coach,Paposh Nagar,9
Madina Coach,Nazimabad Petrol Pump,10
Madina Coach,Liaquatabad No. 10,11
Madina Coach,Numaish,12
Madina Coach,Nursery,13
Madina Coach,F.T.C,14
Madina Coach,Kala Pul,15
Madina Coach,Defence,16
Madina Coach,Akhtar Colony,17
Madina Coach,Qayyumabad,18
Madina Coach,Korangi No. 1,19
Madina Coach,Korangi No. 6,20
Madina Coach,Landhi No. 1,21
Madina Coach,Landhi No. 6,22
Madina Coach,Dawood Chowrangi,23
Madina Coach,Muzafarabad Chowrangi,24
Marwat Coach,Bhense Colony,1
Marwat Coach,Labour Square,2
Marwat Coach,P.M.T.F Colony,3
Marwat Coach,SESSI Hospital,4
Marwat Coach,Landhi Industrial Area,5
Marwat Coach,Dawood Chowrangi,6
Marwat Coach,Quaidabad,7
Marwat Coach,Malir No. 15,8
Marwat Coach,Star Gate,9
Marwat Coach,Shahra-e-Faisal,10
Marwat Coach,Nursery,11
Marwat Coach,Shahra-e- Quaideen,12
Marwat Coach,Mazar-e-Quaid,13
Marwat Coach,M.A Jinnah Road,14
Marwat Coach,Tower,15
Marwat Coach,Gulbai,16
Marwat Coach,Shershah,17
Marwat Coach,Moach Goth,18
Marwat Coach,Naval Colony,19
Mashriq Coach,Muzaffarbad Colony,1
Mashriq Coach,Gul Ahmed Mills,2
Mashriq Coach,Dawood Chowrangi,3
Mashriq Coach,Mansehra Colony,4
Mashriq Coach,Murtaza Chowrangi,5
Mashriq Coach,Singer Chowrangi,6
Mashriq Coach,Chamra Chowrangi,7
Mashriq Coach,Qayyumabad,8
Mashriq Coach,Akhter Colony,9
Mashriq Coach,Kala Pul,10
Mashriq Coach,Gora Qabristan,11
Mashriq Coach,Nursery,12
Mashriq Coach,Shahrah-e-Quaideen,13
Mashriq Coach,Old Numaish,14
Mashriq Coach,M.A Jinnah Road,15
Mashriq Coach,7th Day Hospital,16
Mehfooz Coach,Surjani Town No. 1,1
Mehfooz Coach,Surjani Town No. 2,2
Mehfooz Coach,Surjani Town No. 3,3
Mehfooz Coach,Surjani Town No. 4,4
Mehfooz Coach,Surjani Town No. 5,5
Mehfooz Coach,Surjani Town No. 6,6
Mehfooz Coach,Nai Abadi,7
Mehfooz Coach,5-A,8
Mehfooz Coach,5-E,9
Mehfooz Coach,Saleem Centre,10
Mehfooz Coach,Nagan Chowrangi,11
Mehfooz Coach,Sakhi Centre,12
Mehfooz Coach,Hyderi,13
Mehfooz Coach,Board Office,14
Mehfooz Coach,Nazimabad,15
Mehfooz Coach,Golimar,16
Mehfooz Coach,Lasbella,17
Mehfooz Coach,Garden,18
Mehfooz Coach,Ranchore,19
Mehran Coach,Gulashan-e-Hadeed,1
Mehran Coach,Quaidabad,2
Mehran Coach,Malir,3
Mehran Coach,Nursery,4
Mehran Coach,Shahrah-e-Quaideen,5
Mehran Coach,7th Day Hospital,6
Mehran Coach,City Court,7
Mehran Coach,Tower,8
Mehran Coach,West Wharf,9
Muslim Coach,Gulshan-e-Hadeed,1
Muslim Coach,Pipri,2
Muslim Coach,Quaidabad,3
Muslim Coach,Malir Halt,4
Muslim Coach,Shahrah-e-Faisal,5
Muslim Coach,Karsaz,6
Muslim Coach,Nursery,7
Muslim Coach,Gora Qabristan,8
Muslim Coach,Jinnah Hospital,9
Muslim Coach,Askari Appartment,10
Muslim Coach,Cantt Station,11
Muslim Coach,Frere Hall,12
Muslim Coach,Fuwara Chowk,13
Muslim Coach,I.I Cundrigar Road,14
Muslim Coach,Tower,15
Muslim Coach,Keamari,16
Muslim Coach,Shirin Jinnah Colony,17
Muslim Coach,CLifton Casino,18
N-1,Scout Colony,1
N-1,Rashid Minhas Road,2
N-1,Gulshan,3
N-1,New Dhoraji Colony,4
N-1,Qyub Manzil,5
N-1,Imam Hospital,6
N-1,Dastagir No. 9,7
N-1,Aliabad,8
N-1,Azizabad,9
N-1,Hussainabad,10
N-1,Gharibabad,11
N-1,Liaquatabad,12
N-1,Post Office,13
N-1,Firdous Colony,14
N-1,Golimar Chowrangi,15
N-1,Jehangirabad,16
N-1,Bara Board,17
N-1,Pakistan Quarters,18
N-1,Garden,19
N-1,Nishter Road,20
N-1,Juuna Market,21
N-1,Lee Market,22
N-1,Khajoor Market,23
N-1,Kakri Road,24
N-1,Gymkhana Club,25
N-1,Kharadar,26
N-1,Tower,27
N-1,West Wharf Road,28
N-3,Asif Centre Super Highway,1
N-3,Water Pump,2
N-3,Sohrab Goth,3
